iter	Passed	Remaining
634	4621	2656
635	4640	2655
636	4643	2646
637	4645	2635
638	4658	2631
639	4662	2622
640	4664	2612
641	4665	2601
642	4676	2596
643	4679	2586
644	4686	2579
645	4689	2569
646	4691	2559
647	4696	2551
648	4698	2541
649	4703	2532
650	4708	2524
651	4709	2513
652	4713	2504
653	4717	2495
654	4721	2486
655	4723	2477
656	4724	2466
657	4734	2460
658	4740	2452
659	4743	2443
660	4745	2433
661	4746	2423
662	4750	2414
663	4767	2412
664	4771	2403
665	4779	2396
666	4793	2393
667	4794	2383
668	4796	2373
669	4803	2366
670	4810	2358
671	4818	2351
672	4822	2343
673	4825	2333
674	4827	2324
675	4829	2314
676	4834	2306
677	4843	2300
678	4845	2290
679	4846	2280
680	4847	2270
681	4852	2262
682	4853	2252
683	4855	2243
684	4859	2234
685	4862	2225
686	4864	2216
687	4869	2208
688	4870	2198
689	4873	2189
690	4875	2180
691	4877	2170
692	4878	2161
693	4880	2151
694	4886	2144
695	4888	2135
696	4889	2125
697	4906	2122
698	4909	2114
699	4916	2107
700	4920	2098
701	4936	2095
702	4938	2086
703	4940	2077
704	4942	2068
705	4943	2058
706	4947	2050
707	4950	2041
708	4953	2032
709	4964	2027
710	4966	2018
711	4969	2010
712	4975	2002
713	4978	1994
714	4981	1985
715	4985	1977
716	4990	1969
717	4992	1960
718	4995	1952
719	4997	1943
720	5005	1936
721	5028	1936
722	5030	1927
723	5031	1918
724	5033	1909
725	5049	1905
726	5052	1897
727	5054	1888
728	5063	1882
729	5065	1873
730	5068	1865
731	5075	1858
732	5084	1851
733	5086	1843
734	5090	1835
735	5095	1827
736	5107	1822
737	5110	1814
738	5113	1806
739	5115	1797
740	5121	1790
741	5127	1782
742	5133	1775
743	5137	1767
744	5139	1759
745	5141	1750
746	5143	1741
747	5146	1733
748	5149	1725
749	5152	1717
750	5164	1712
751	5166	1703
752	5169	1695
753	5174	1688
754	5180	1681
755	5182	1672
756	5185	1664
757	5189	1656
758	5196	1650
759	5201	1642
760	5225	1641
761	5247	1638
762	5276	1638
763	5280	1631
764	5282	1622
765	5285	1614
766	5286	1606
767	5288	1597
768	5299	1592
769	5301	1583
770	5307	1576
771	5332	1574
772	5334	1566
773	5357	1564
774	5361	1556
775	5382	1553
776	5385	1545
777	5388	1537
778	5396	1531
779	5398	1522
780	5402	1515
781	5405	1506
782	5407	1498
783	5420	1493
784	5425	1486
785	5427	1477
786	5430	1469
787	5436	1462
788	5456	1459
789	5458	1450
790	5462	1443
791	5466	1435
792	5478	1430
793	5481	1422
794	5483	1413
795	5485	1405
796	5486	1397
797	5490	1389
798	5494	1382
799	5504	1376
800	5518	1370
801	5534	1366
802	5539	1358
803	5540	1350
804	5542	1342
805	5545	1334
806	5547	1326
807	5549	1318
808	5558	1312
809	5561	1304
810	5569	1297
811	5586	1293
812	5591	1286
813	5594	1278
814	5617	1275
815	5619	1267
816	5624	1259
817	5626	1251
818	5629	1244
819	5645	1239
820	5646	1231
821	5651	1223
822	5654	1216
823	5660	1208
824	5676	1204
825	5677	1196
826	5687	1189
827	5693	1182
828	5695	1174
829	5701	1167
830	5706	1160
831	5709	1152
832	5711	1145
833	5715	1137
834	5717	1129
835	5721	1122
836	5731	1116
837	5747	1111
838	5749	1103
839	5769	1098
840	5771	1091
841	5776	1083
842	5833	1086
843	5851	1081
844	5858	1074
845	5862	1067
846	5867	1059
847	5893	1056
848	5908	1050
849	5913	1043
850	5915	1035
851	5919	1028
852	5921	1020
853	5923	1012
854	5925	1004
855	5929	997
856	5943	991
857	5946	984
858	5947	976
859	5949	968
860	5954	961
861	5965	955
862	5976	948
863	5978	941
864	5980	933
865	5984	925
866	5988	918
867	5998	912
868	6008	905
869	6010	898
870	6021	891
871	6027	884
872	6030	877
873	6033	869
874	6041	863
875	6044	855
876	6048	848
877	6075	844
878	6079	836
879	6110	833
880	6131	828
881	6133	820
882	6136	813
883	6154	807
884	6162	800
885	6167	793
886	6170	786
887	6172	778
888	6174	770
889	6193	765
890	6208	759
891	6210	751
892	6213	744
893	6217	737
894	6227	730
895	6237	723
896	6240	716
897	6241	708
898	6247	701
899	6249	694
900	6254	687
901	6257	679
902	6261	672
903	6262	665
904	6287	660
905	6304	654
906	6310	647
907	6324	640
908	6327	633
909	6331	626
910	6354	620
911	6364	614
912	6388	608
913	6399	602
914	6419	596
915	6430	589
916	6435	582
917	6438	575
918	6441	567
919	6451	561
920	6465	554
921	6472	547
922	6492	541
923	6508	535
924	6516	528
925	6531	521
926	6535	514
927	6538	507
928	6541	499
929	6547	492
930	6554	485
931	6556	478
932	6558	470
933	6562	463
934	6568	456
935	6573	449
936	6585	442
937	6588	435
938	6589	428
939	6598	421
940	6604	414
941	6610	406
942	6613	399
943	6619	392
944	6620	385
945	6635	378
946	6637	371
947	6638	364
948	6641	356
949	6645	349
950	6673	343
951	6698	337
952	6711	330
953	6718	323
954	6721	316
955	6726	309
956	6756	303
957	6773	296
958	6777	289
959	6780	282
960	6787	275
961	6799	268
962	6803	261
963	6804	254
964	6808	246
965	6820	240
966	6823	232
967	6829	225
968	6832	218
969	6841	211
970	6843	204
971	6848	197
972	6851	190
973	6853	182
974	6858	175
975	6859	168
976	6869	161
977	6880	154
978	6910	148
979	6914	141
980	6918	133
981	6934	127
982	6936	119
983	6944	112
984	6946	105
985	6948	98
986	6965	91
987	6975	84
988	6992	77
989	7031	71
990	7051	64
991	7058	56
992	7069	49
993	7075	42
994	7095	35
995	7107	28
996	7122	21
997	7135	14
998	7140	7
999	7147	0
