iter	Passed	Remaining
872	1721	250
873	1723	248
874	1725	246
875	1727	244
876	1729	242
877	1731	240
878	1733	238
879	1735	236
880	1737	234
881	1739	232
882	1741	230
883	1743	228
884	1745	226
885	1747	224
886	1749	222
887	1751	220
888	1753	218
889	1755	217
890	1757	215
891	1760	213
892	1762	211
893	1764	209
894	1766	207
895	1769	205
896	1771	203
897	1773	201
898	1775	199
899	1776	197
900	1779	195
901	1781	193
902	1783	191
903	1785	189
904	1787	187
905	1789	185
906	1791	183
907	1793	181
908	1795	179
909	1796	177
910	1798	175
911	1801	173
912	1802	171
913	1804	169
914	1806	167
915	1808	165
916	1810	163
917	1812	161
918	1814	159
919	1816	157
920	1817	155
921	1819	153
922	1821	151
923	1823	149
924	1825	148
925	1827	146
926	1829	144
927	1831	142
928	1833	140
929	1835	138
930	1837	136
931	1839	134
932	1841	132
933	1843	130
934	1845	128
935	1847	126
936	1848	124
937	1850	122
938	1852	120
939	1854	118
940	1856	116
941	1857	114
942	1859	112
943	1861	110
944	1863	108
945	1865	106
946	1866	104
947	1868	102
948	1870	100
949	1872	98
950	1873	96
951	1875	94
952	1877	92
953	1879	90
954	1881	88
955	1883	86
956	1885	84
957	1887	82
958	1888	80
959	1890	78
960	1892	76
961	1894	74
962	1895	72
963	1898	70
964	1900	68
965	1901	66
966	1903	64
967	1906	63
968	1908	61
969	1910	59
970	1912	57
971	1914	55
972	1916	53
973	1918	51
974	1920	49
975	1922	47
976	1924	45
977	1926	43
978	1929	41
979	1931	39
980	1933	37
981	1935	35
982	1937	33
983	1940	31
984	1942	29
985	1944	27
986	1947	25
987	1949	23
988	1952	21
989	1954	19
990	1956	17
991	1957	15
992	1959	13
993	1961	11
994	1964	9
995	1966	7
996	1968	5
997	1971	3
998	1973	1
999	1975	0
